codigo	divisao	denominacao	ate100	100a200	200a400	acima400	usoate100	uso100a200	uso200a400	usoacima400
46.15-0-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.16-8-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.17-6-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.18-4-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.18-4-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.18-4-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.18-4-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.19-2-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Representantes comerciais e agentes do comércio de mercadorias em geral não especializado	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.21-4-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de café em grão	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.22-2-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de soja	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-05	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cacau	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.31-1-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de leite e laticínios	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.32-0-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cereais e leguminosas beneficiados	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.32-0-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de farinhas, amidos e féculas	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.32-0-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.33-8-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.35-4-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de água mineral	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.35-4-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cerveja, chope e refrigerante	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.35-4-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.35-4-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de bebidas não especificadas anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de café torrado, moído e solúvel	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de açúcar	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de óleos e gorduras	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-04	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de pães, bolos, biscoitos e similares	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-05	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de massas alimentícias	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-06	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de sorvetes	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-07	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.37-1-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.39-7-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos alimentícios em geral	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.39-7-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.86-9-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de embalagens	Baixo	Baixo	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de animais vivos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.23-1-08	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.33-8-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de aves vivas e ovos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.33-8-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.74-5-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cimento	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.79-6-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de tintas, vernizes e similares	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.79-6-04	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista especializado de materiais de construção não especificados anteriormente	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.79-6-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de materiais de construção em geral	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.81-8-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.81-8-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.81-8-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.81-8-04	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de combustíveis de origem mineral em bruto	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.81-8-05	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de lubrificantes	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.82-6-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de gás liquefeito de petróleo (GLP)	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.83-4-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.84-2-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de resinas e elastômeros	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.84-2-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de solventes	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.84-2-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.86-9-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de papel e papelão em bruto	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.87-7-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de resíduos de papel e papelão	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.87-7-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.87-7-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de resíduos e sucatas metálicos	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
46.23-1-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de algodão	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-04	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de fumo em folha não beneficiado	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-06	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de sementes, flores, plantas e gramas	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-07	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de sisal	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-09	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de alimentos para animais	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.23-1-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.36-2-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de fumo beneficiado	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.36-2-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cigarros, cigarrilhas e charutos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.41-9-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de tecidos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.41-9-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de artigos de cama, mesa e banho	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.41-9-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de artigos de armarinho	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.42-7-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.42-7-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.43-5-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de calçados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.43-5-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de bolsas, malas e artigos de viagem	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.44-3-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de medicamentos e drogas de uso humano	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.44-3-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de medicamentos e drogas de uso veterinário	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.45-1-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.45-1-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de próteses e artigos de ortopedia	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.45-1-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos odontológicos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.46-0-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de cosméticos e produtos de perfumaria	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.46-0-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos de higiene pessoal	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.47-8-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de artigos de escritório e de papelaria	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.47-8-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de livros, jornais e outras publicações	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de bicicletas, triciclos e outros veículos recreativos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-04	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de móveis e artigos de colchoaria	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-05	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de artigos de tapeçaria; persianas e cortinas	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-06	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de lustres, luminárias e abajures	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-07	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de filmes, CDs, DVDs, fitas e discos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-08	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-09	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-10	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.49-4-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.51-6-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de equipamentos de informática	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.51-6-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de suprimentos para informática	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.52-4-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.61-3-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.62-1-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.63-0-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.64-8-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.65-6-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.69-9-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de bombas e compressores; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.69-9-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.71-1-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de madeira e produtos derivados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.72-9-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de ferragens e ferramentas	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.73-7-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de material elétrico	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.79-6-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de mármores e granitos	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.79-6-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de vidros, espelhos e vitrais	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.85-1-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.89-3-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de produtos da extração mineral, exceto combustíveis	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.89-3-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de fios e fibras beneficiados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.89-3-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.91-5-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.92-3-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.93-1-00	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
46.34-6-01	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de carnes bovinas e suínas e derivados	Médio	Médio	Alto	Alto	CS1	CS2	CS2	CS3
46.34-6-02	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de aves abatidas e derivados	Médio	Médio	Alto	Alto	CS1	CS2	CS2	CS3
46.34-6-03	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de pescados e frutos do mar	Médio	Médio	Alto	Alto	CS1	CS2	CS2	CS3
46.34-6-99	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS	Comércio atacadista de carnes e derivados de outros animais	Médio	Médio	Alto	Alto	CS1	CS2	CS2	CS3
47.11-3-01	COMÉRCIO VAREJISTA	Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
47.11-3-02	COMÉRCIO VAREJISTA	Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
47.12-1-00	COMÉRCIO VAREJISTA	Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
47.13-0-02	COMÉRCIO VAREJISTA	Lojas de variedades, exceto lojas de departamentos ou magazines	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
